,District,Place,Male,Female,Total,Within_the_area,Outside_the_area,Outside_the_state,,,,,,,,,,,,,
Death,Above,Stated,,,,,,,,10,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Total,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,,,,,,,,,,,,
Male,0,0,0,3,3,0,6,7,,,,,,,,,,,,,
Female,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
Total,0,0,0,3,4,0,6,7,,,,,,,,,,,,,
3,Food Poisoning,,,,,,,,10,,,,,,,,,,,,
Male,0,0,0,0,0,1,0,2,3,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,11,12,13,,,,,,,,,
Total,0,0,0,0,0,1,0,2,3,46,,,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,,2,,,,,,,,,,,
Male,0,0,0,0,2,3,3,25,0,48,,,,,,,,,,,
Female,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,
Total,0,0,0,0,2,3,3,27,0,203,,,,,,,,,,,
5,Tuberculosis,,,,,,,,,26,,,,,,,,,,,
Male,0,0,6,17,42,51,59,269,46,229,,,,,,,,,,,
Female,0,0,0,4,11,13,11,40,17,,,,,,,,,,,,
Total,0,0,6,21,53,64,70,309,63,289,,,,,,,,,,,
6,Leprosy,,,,,,,,,41,,,,,,,,,,,
Male,0,0,0,0,0,1,0,7,1,330,,,,,,,,,,,
Female,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,1,0,1,0,7,1,11,,,,,,,,,,,
9,Tetanus,,,,,,,,,1,,,,,,,,,,,
Male,0,0,0,0,0,0,1,3,1,12,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,0,0,0,1,3,1,2,,,,,,,,,,,
12,Rabies,,,,,,,,,0,,,,,,,,,,,
Male,0,0,0,0,0,0,0,1,4,2,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1,4,5,,,,,,,,,,,
13,Malaria,,,,,,,,,0,,,,,,,,,,,
Male,0,0,0,0,1,4,1,2,0,5,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,0,1,4,1,2,0,6,,,,,,,,,,,
14,Cancer,,,,,,,,,0,,,,,,,,,,,
Male,0,0,0,3,4,10,25,231,0,6,,,,,,,,,,,
Female,0,0,0,0,1,4,4,19,0,,,,,,,,,,,,
Total,0,0,0,3,5,14,29,250,0,5,,,,,,,,,,,
15,Diabetes Melitus,,,,,,,,,0,,,,,,,,,,,
Male,0,0,0,1,2,7,4,77,0,5,,,,,,,,,,,
Female,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,
Total,0,0,0,1,2,7,4,83,0,13,,,,,,,,,,,
16,Anaemia,,,,,,,,,1,,,,,,,,,,,
Male,0,0,0,0,1,1,3,7,50,14,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,
Total,0,0,0,0,1,1,3,7,58,85,,,,,,,,,,,
17,Meningitis,,,,,,,,,13,,,,,,,,,,,
Male,0,0,0,1,2,3,1,6,188,98,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,34,,,,,,,,,,,,
Total,0,0,0,1,2,3,1,7,222,1321,,,,,,,,,,,
,,,203,,,,,,,128,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,,1449,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,,1,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,0,,,,,,,,,,,
Death,Above,Stated,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
18,Heart Diseases & Heart Attacks,,,,,,,,,,,,,,,,,,,,
Male,0,0,4,15,38,91,112,951,,,,,,,,,,,,,
Female,0,0,0,0,3,6,7,85,,,,,,,,,,,,,
Total,0,0,4,15,41,97,119,1036,10,,,,,,,,,,,,
19,Pneumonia,,,,,,,,0,,,,,,,,,,,,
Male,0,0,0,0,0,1,1,21,,11,12,13,,,,,,,,,
Female,0,0,0,0,0,0,0,2,0,1,,,,,,,,,,,
Total,0,0,0,0,0,1,1,23,0,,,,,,,,,,,,
20,Influenza,,,,,,,,0,19,,,,,,,,,,,
Male,0,0,0,0,0,1,2,32,,1,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,1,20,,,,,,,,,,,
Total,0,0,0,0,0,1,2,32,0,,,,,,,,,,,,
21,Bronchitis & Asthama,,,,,,,,1,4,,,,,,,,,,,
Male,0,0,0,3,11,14,32,708,,0,,,,,,,,,,,
Female,0,0,0,0,0,0,3,25,7,4,,,,,,,,,,,
Total,0,0,0,3,11,14,35,733,0,,,,,,,,,,,,
22,Jaundice,,,,,,,,7,40,,,,,,,,,,,
Male,0,0,2,1,6,10,14,37,,2,,,,,,,,,,,
Female,0,0,0,0,0,0,0,2,71,42,,,,,,,,,,,
Total,0,0,2,1,6,10,14,39,12,,,,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,83,515,,,,,,,,,,,
Male,0,0,4,4,3,16,20,56,,91,,,,,,,,,,,
Female,0,0,0,0,0,1,0,2,3,606,,,,,,,,,,,
Total,0,0,4,4,3,17,20,58,0,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,3,11,,,,,,,,,,,
Male,0,0,0,2,6,4,11,62,,1,,,,,,,,,,,
Female,0,0,0,0,0,0,0,8,0,12,,,,,,,,,,,
Total,0,0,0,2,6,4,11,70,0,,,,,,,,,,,,
25,Appendicities,,,,,,,,0,4,,,,,,,,,,,
Male,0,0,0,2,2,4,1,23,,0,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,1,4,,,,,,,,,,,
Total,0,0,0,2,2,4,1,24,0,,,,,,,,,,,,
26,Syphilis & Other diseases of Genite Urinary System,,,,,,,,1,2,,,,,,,,,,,
Male,0,0,0,1,2,1,1,32,,0,,,,,,,,,,,
Female,0,0,0,0,0,0,0,4,0,2,,,,,,,,,,,
Total,0,0,0,1,2,1,1,36,0,,,,,,,,,,,,
28,Complications Related to Pregnancychild Birth,,,,,,,,0,8,,,,,,,,,,,
Male,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,
Female,0,0,0,0,0,0,0,3,44,8,,,,,,,,,,,
Total,0,0,0,0,0,0,0,3,5,,,,,,,,,,,,
30,Ceribrovascular (Paralysis),,,,,,,,49,317,,,,,,,,,,,
Male,0,0,1,0,5,12,14,213,,33,,,,,,,,,,,
Female,0,0,0,0,0,0,0,10,7,350,,,,,,,,,,,
Total,0,0,1,0,5,12,14,223,6,,,,,,,,,,,,
31,Senility,,,,,,,,13,98,,,,,,,,,,,
Male,0,0,0,0,0,0,0,736,,12,,,,,,,,,,,
Female,0,0,0,0,0,0,0,56,4,110,,,,,,,,,,,
Total,0,0,0,0,0,0,0,792,0,,,,,,,,,,,,
32,Others not elsewhere classified,,,,,,,,4,16,,,,,,,,,,,
,,,204,,,,,,,0,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,0,16,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,13,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,,1,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,14,,,,,,,,,,,
Death,Above,Stated,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Male,0,5,9,43,65,162,165,1246,,,,,,,,,,,,,
Female,0,0,2,2,5,5,5,107,,,,,,,,,,,,,
Total,0,5,11,45,70,167,170,1353,,,,,,,,,,,,,
33,Bites or Stings of Venomous animal,,,,,,,,10,,,,,,,,,,,,
Male,0,0,0,2,1,2,0,15,,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,11,12,13,,,,,,,,,
Total,0,0,0,2,1,2,0,15,0,,,,,,,,,,,,
34,Accidental Burn,,,,,,,,0,1211,,,,,,,,,,,
Male,0,0,1,3,1,1,7,5,,101,,,,,,,,,,,
Female,0,0,0,0,6,6,0,1,2,1312,,,,,,,,,,,
Total,0,0,1,3,7,7,7,6,2,,,,,,,,,,,,
35,Falls & Drowning,,,,,,,,4,25,,,,,,,,,,,
Male,0,0,10,2,1,7,1,11,,4,,,,,,,,,,,
Female,0,0,0,0,0,0,1,1,3,29,,,,,,,,,,,
Total,0,0,10,2,1,7,2,12,0,,,,,,,,,,,,
36,Accidental Posising,,,,,,,,3,38,,,,,,,,,,,
Male,0,0,3,3,6,4,9,28,,0,,,,,,,,,,,
Female,0,0,0,0,0,2,0,2,115,38,,,,,,,,,,,
Total,0,0,3,3,6,6,9,30,17,,,,,,,,,,,,
37,Transport Accidents,,,,,,,,132,883,,,,,,,,,,,
Male,0,0,0,0,3,3,12,15,,45,,,,,,,,,,,
Female,0,0,0,0,0,2,0,2,25,928,,,,,,,,,,,
Total,0,0,0,0,3,5,12,17,1,,,,,,,,,,,,
38,Other Accidents,,,,,,,,26,95,,,,,,,,,,,
Male,0,0,4,4,8,9,10,22,,3,,,,,,,,,,,
Female,0,0,0,0,0,1,0,0,8,98,,,,,,,,,,,
Total,0,0,4,4,8,10,10,22,4,,,,,,,,,,,,
39,Sucide,,,,,,,,12,111,,,,,,,,,,,
Male,0,0,2,7,12,25,11,40,,7,,,,,,,,,,,
Female,0,0,0,0,0,4,0,2,17,118,,,,,,,,,,,
Total,0,0,2,7,12,29,11,42,3,,,,,,,,,,,,
40,Homicide,,,,,,,,20,102,,,,,,,,,,,
Male,0,0,1,2,3,7,1,8,,11,,,,,,,,,,,
Female,0,0,0,0,0,0,0,5,8,113,,,,,,,,,,,
Total,0,0,1,2,3,7,1,13,0,,,,,,,,,,,,
99,Not-Stated,,,,,,,,8,40,,,,,,,,,,,
Male,0,1,3,14,30,86,102,119,,1,,,,,,,,,,,
Female,0,0,1,0,7,7,7,4,8,41,,,,,,,,,,,
Total,0,1,4,14,37,93,109,123,0,,,,,,,,,,,,
TOT,AL,,,,,,,,8,45,,,,,,,,,,,
Male,0,6,50,133,260,542,629,5017,,4,,,,,,,,,,,
Female,0,0,3,7,34,51,38,390,0,49,,,,,,,,,,,
Total,0,6,53,140,294,593,667,5407,0,,,,,,,,,,,,
Che,wing tobacco and Arecanut,,,,,,,,0,0,,,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,3,,,,,,,,,,,
Male,0,0,0,1,1,0,0,8,26,3,,,,,,,,,,,
Female,0,0,0,0,0,0,0,10,6,,,,,,,,,,,,
,,,205,,,,,,32,271,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,,16,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,287,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,0,736,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,56,,,,,,,,,,,
Death,Above,Stated,,,,,,,,792,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Total,0,0,0,1,1,0,0,18,,,,,,,,,,,,,
3,Food Poisoning,,,,,,,,,,,,,,,,,,,,
Male,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Female,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Total,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,10,,,,,,,,,,,,
Male,0,0,0,0,0,0,0,11,308,,,,,,,,,,,,
Female,0,0,0,0,1,0,1,23,52,11,12,13,,,,,,,,,
Total,0,0,0,0,1,0,1,34,360,2003,,,,,,,,,,,
5,Tuberculosis,,,,,,,,,178,,,,,,,,,,,
Male,0,2,3,1,5,3,3,34,2,2181,,,,,,,,,,,
Female,0,0,3,5,3,2,4,63,0,,,,,,,,,,,,
Total,0,2,6,6,8,5,7,97,2,22,,,,,,,,,,,
6,Leprosy,,,,,,,,,0,,,,,,,,,,,
Male,0,0,0,0,0,0,0,1,0,22,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,2,1,18,,,,,,,,,,,
9,Tetanus,,,,,,,,,14,,,,,,,,,,,
Male,0,0,0,0,1,0,0,0,2,32,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,
Total,0,0,0,0,1,0,0,1,5,34,,,,,,,,,,,
12,Rabies,,,,,,,,,5,,,,,,,,,,,
Male,0,0,0,0,0,0,0,0,9,39,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1,9,62,,,,,,,,,,,
13,Malaria,,,,,,,,,4,,,,,,,,,,,
Male,0,1,0,0,0,0,0,3,4,66,,,,,,,,,,,
Female,0,0,1,1,1,0,0,1,0,,,,,,,,,,,,
Total,0,1,1,1,1,0,0,4,4,37,,,,,,,,,,,
14,Cancer,,,,,,,,,4,,,,,,,,,,,
Male,0,0,0,1,1,2,5,72,6,41,,,,,,,,,,,
Female,0,0,1,0,3,7,7,153,1,,,,,,,,,,,,
Total,0,0,1,1,4,9,12,225,7,63,,,,,,,,,,,
15,Diabetes Melitus,,,,,,,,,2,,,,,,,,,,,
Male,0,0,0,0,0,0,0,13,11,65,,,,,,,,,,,
Female,0,0,0,0,0,0,1,20,0,,,,,,,,,,,,
Total,0,0,0,0,0,0,1,33,11,108,,,,,,,,,,,
16,Anaemia,,,,,,,,,6,,,,,,,,,,,
Male,0,0,1,0,0,1,0,4,4,114,,,,,,,,,,,
Female,0,0,0,0,1,0,0,4,0,,,,,,,,,,,,
Total,0,0,1,0,1,1,0,8,4,26,,,,,,,,,,,
17,Meningitis,,,,,,,,,5,,,,,,,,,,,
Male,0,0,1,1,1,0,1,10,265,31,,,,,,,,,,,
Female,0,0,0,0,0,0,1,3,52,,,,,,,,,,,,
Total,0,0,1,1,1,0,2,13,317,620,,,,,,,,,,,
18,Heart Diseases & Heart Attacks,,,,,,,,,78,,,,,,,,,,,
Male,0,0,3,7,11,14,11,223,961,698,,,,,,,,,,,
Female,0,2,0,2,0,0,3,296,165,,,,,,,,,,,,
Total,0,2,3,9,11,14,14,519,1126,7598,,,,,,,,,,,
,,,206,,,,,,,688,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,,8286,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,,10,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,10,,,,,,,,,,,
Death,Above,Stated,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
19,Pneumonia,,,,,,,,,,,,,,,,,,,,
Male,0,0,0,0,0,0,2,7,,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
Total,0,0,0,0,0,0,2,9,10,,,,,,,,,,,,
20,Influenza,,,,,,,,0,,,,,,,,,,,,
Male,0,0,0,0,0,0,0,10,,11,12,13,,,,,,,,,
Female,0,0,0,0,0,0,0,9,0,20,,,,,,,,,,,
Total,0,0,0,0,0,0,0,19,0,,,,,,,,,,,,
21,Bronchitis & Asthama,,,,,,,,0,0,,,,,,,,,,,
Male,0,0,0,0,3,2,7,286,,1,,,,,,,,,,,
Female,0,0,0,1,1,2,2,323,0,1,,,,,,,,,,,
Total,0,0,0,1,4,4,9,609,4,,,,,,,,,,,,
22,Jaundice,,,,,,,,4,11,,,,,,,,,,,
Male,0,0,0,1,1,0,1,12,,29,,,,,,,,,,,
Female,0,0,0,1,1,2,1,11,18,40,,,,,,,,,,,
Total,0,0,0,2,2,2,2,23,8,,,,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,26,69,,,,,,,,,,,
Male,0,0,0,3,0,1,0,11,,88,,,,,,,,,,,
Female,0,0,0,0,0,0,1,4,0,157,,,,,,,,,,,
Total,0,0,0,3,0,1,1,15,0,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,0,1,,,,,,,,,,,
Male,0,0,0,0,2,1,2,11,,1,,,,,,,,,,,
Female,0,0,0,3,1,3,2,23,0,2,,,,,,,,,,,
Total,0,0,0,3,3,4,4,34,0,,,,,,,,,,,,
25,Appendicities,,,,,,,,0,1,,,,,,,,,,,
Male,0,0,0,0,1,0,0,9,,1,,,,,,,,,,,
Female,0,0,0,0,0,1,1,9,0,2,,,,,,,,,,,
Total,0,0,0,0,1,1,1,18,0,,,,,,,,,,,,
26,Syphilis & Other diseases of Genite Urinary System,,,,,,,,0,0,,,,,,,,,,,
Male,0,0,0,0,0,0,0,9,,1,,,,,,,,,,,
Female,0,0,0,0,0,2,0,6,0,1,,,,,,,,,,,
Total,0,0,0,0,0,2,0,15,0,,,,,,,,,,,,
28,Complications Related to Pregnancychild Birth,,,,,,,,0,4,,,,,,,,,,,
Male,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,
Female,0,0,0,0,0,0,0,3,12,8,,,,,,,,,,,
Total,0,0,0,0,0,0,0,3,25,,,,,,,,,,,,
30,Ceribrovascular (Paralysis),,,,,,,,37,93,,,,,,,,,,,
Male,0,0,0,0,2,0,1,93,,196,,,,,,,,,,,
Female,0,0,0,0,0,0,2,133,2,289,,,,,,,,,,,
Total,0,0,0,0,2,0,3,226,3,,,,,,,,,,,,
31,Senility,,,,,,,,5,15,,,,,,,,,,,
Male,0,0,0,0,0,0,0,394,,24,,,,,,,,,,,
Female,0,0,0,0,0,0,0,756,0,39,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1150,1,,,,,,,,,,,,
32,Others not elsewhere classified,,,,,,,,1,6,,,,,,,,,,,
Male,0,0,11,5,10,16,12,328,,6,,,,,,,,,,,
Female,0,0,1,7,9,15,15,535,0,12,,,,,,,,,,,
Total,0,0,12,12,19,31,27,863,0,,,,,,,,,,,,
33,Bites or Stings of Venomous animal,,,,,,,,0,14,,,,,,,,,,,
,,,207,,,,,,,4,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,0,18,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,269,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,,303,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,572,,,,,,,,,,,
Death,Above,Stated,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Male,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
Total,0,0,0,0,0,0,1,4,,,,,,,,,,,,,
34,Accidental Burn,,,,,,,,10,,,,,,,,,,,,
Male,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,2,1,11,12,13,,,,,,,,,
Total,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,
35,Falls & Drowning,,,,,,,,1,10,,,,,,,,,,,
Male,0,0,0,0,1,0,0,3,,2,,,,,,,,,,,
Female,0,0,0,0,0,0,0,8,0,12,,,,,,,,,,,
Total,0,0,0,0,1,0,0,11,4,,,,,,,,,,,,
36,Accidental Posising,,,,,,,,4,10,,,,,,,,,,,
Male,0,0,0,0,0,0,0,4,,13,,,,,,,,,,,
Female,0,0,0,0,1,2,0,1,28,23,,,,,,,,,,,
Total,0,0,0,0,1,2,0,5,52,,,,,,,,,,,,
37,Transport Accidents,,,,,,,,80,326,,,,,,,,,,,
Male,0,0,0,1,0,0,1,2,,381,,,,,,,,,,,
Female,0,0,0,0,0,1,0,1,3,707,,,,,,,,,,,
Total,0,0,0,1,0,1,1,3,0,,,,,,,,,,,,
38,Other Accidents,,,,,,,,3,18,,,,,,,,,,,
Male,0,0,0,0,0,1,3,12,,16,,,,,,,,,,,
Female,0,0,1,0,0,0,1,6,0,34,,,,,,,,,,,
Total,0,0,1,0,0,1,4,18,0,,,,,,,,,,,,
39,Sucide,,,,,,,,0,15,,,,,,,,,,,
Male,0,0,1,0,0,0,0,5,,5,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,1,20,,,,,,,,,,,
Total,0,0,1,0,0,0,0,6,5,,,,,,,,,,,,
40,Homicide,,,,,,,,6,17,,,,,,,,,,,
Male,0,0,0,1,0,0,1,0,,37,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,2,54,,,,,,,,,,,
Total,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,
99,Not-Stated,,,,,,,,3,12,,,,,,,,,,,
Male,0,0,1,3,7,9,4,2,,12,,,,,,,,,,,
Female,0,0,1,4,2,5,8,14,1,24,,,,,,,,,,,
Total,0,0,2,7,9,14,12,16,1,,,,,,,,,,,,
TOT,AL,,,,,,,,2,10,,,,,,,,,,,
Male,0,3,21,25,47,50,55,1578,,9,,,,,,,,,,,
Female,0,2,8,24,24,43,50,2427,0,19,,,,,,,,,,,
Total,0,5,29,49,71,93,105,4005,0,,,,,,,,,,,,
Che,wing tobacco and Drinking Alcohol,,,,,,,,0,0,,,,,,,,,,,
1,Cholera,,,,,,,,,3,,,,,,,,,,,
Male,0,0,0,0,0,0,0,1,15,3,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1,28,111,,,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,148,,,,,,,,,,,
Male,0,0,0,0,0,0,0,3,0,259,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
,,,208,,,,,,0,394,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,,756,,,,,,,,,,,
,,Age of the Deceased,,,,,,,32,1150,,,,,,,,,,,
Sl.,Selected,,,,,,,,79,,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,111,414,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,661,,,,,,,,,,,
Death,Above,Stated,,,,,,,,1075,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,,,,,,,,,,,,,
Male,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
5,Tuberculosis,,,,,,,,10,,,,,,,,,,,,
Male,0,0,0,1,2,3,4,18,0,,,,,,,,,,,,
Female,0,0,0,0,1,0,1,3,1,11,12,13,,,,,,,,,
Total,0,0,0,1,3,3,5,21,1,2,,,,,,,,,,,
9,Tetanus,,,,,,,,,4,,,,,,,,,,,
Male,0,0,0,0,0,0,0,1,0,6,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
12,Rabies,,,,,,,,,2,,,,,,,,,,,
Male,0,0,0,0,1,0,0,1,1,2,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,5,,,,,,,,,,,,
Total,0,0,0,0,1,0,0,2,6,5,,,,,,,,,,,
14,Cancer,,,,,,,,,13,,,,,,,,,,,
Male,0,0,0,0,1,0,2,36,0,18,,,,,,,,,,,
Female,0,0,0,0,0,1,0,4,1,,,,,,,,,,,,
Total,0,0,0,0,1,1,2,40,1,4,,,,,,,,,,,
15,Diabetes Melitus,,,,,,,,,5,,,,,,,,,,,
Male,0,0,0,0,1,0,2,6,1,9,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
Total,0,0,0,0,1,0,2,7,1,5,,,,,,,,,,,
16,Anaemia,,,,,,,,,2,,,,,,,,,,,
Male,0,0,0,1,0,0,0,1,2,7,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
Total,0,0,0,1,0,0,0,1,3,18,,,,,,,,,,,
17,Meningitis,,,,,,,,,9,,,,,,,,,,,
Male,0,0,0,0,0,1,0,2,4,27,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,0,0,0,0,0,1,0,2,4,10,,,,,,,,,,,
18,Heart Diseases & Heart Attacks,,,,,,,,,1,,,,,,,,,,,
Male,0,0,0,0,3,9,4,90,0,11,,,,,,,,,,,
Female,0,0,0,0,0,0,0,15,0,,,,,,,,,,,,
Total,0,0,0,0,3,9,4,105,0,2,,,,,,,,,,,
19,Pneumonia,,,,,,,,,1,,,,,,,,,,,
Male,0,0,0,0,0,0,0,4,79,3,,,,,,,,,,,
Female,0,0,0,0,0,0,0,0,115,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,4,194,105,,,,,,,,,,,
20,Influenza,,,,,,,,,149,,,,,,,,,,,
Male,0,0,0,0,0,0,0,6,202,254,,,,,,,,,,,
Female,0,0,0,0,0,0,0,1,319,,,,,,,,,,,,
Total,0,0,0,0,0,0,0,7,521,1981,,,,,,,,,,,
21,Bronchitis & Asthama,,,,,,,,,2897,,,,,,,,,,,
Male,0,0,0,0,0,0,4,62,,4878,,,,,,,,,,,
Female,0,0,0,0,0,1,0,14,0,,,,,,,,,,,,
Total,0,0,0,0,0,1,4,76,0,,,,,,,,,,,,
,,,209,,,,,,0,1,,,,,,,,,,,
,"TABLE D-21 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,AND HABITS( ALL AREAS),,,,,,0,,,,,,,,,,,
,,Age of the Deceased,,,,,,,0,1,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,,,,,,,,,,,,
Cause of,Sex,70 &,Age Not,Total,,,,,,3,,,,,,,,,,,
No,Below 1515-24,25-34,35-44,45-54,55-64,65-69,,,,1,,,,,,,,,,,
Death,Above,Stated,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
22,Jaundice,,,,,,,,,,,,,,,,,,,,
Male,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Female,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Total,0,0,0,0,0,1,1,2,10,,,,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,0,,,,,,,,,,,,
Male,0,0,0,1,1,2,1,1,,11,12,13,,,,,,,,,
Female,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,
Total,0,0,0,1,1,2,1,1,0,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,0,1,,,,,,,,,,,
Male,0,0,0,0,0,0,1,5,,0,,,,,,,,,,,
